Weight,Activity,Age,Height,Income,Sex
73.9,,55,158.9,5,Female
110.5,,60,154.5,0,Female
51.2,7,9,141,1.22,Male
84.1,,74,160.8,0.07,Male
43.6,,25,156.1,3.2,Female
,,71,,0.68,Female
106.5,,65,176.8,0.53,Male
80.3,,72,169.7,5,Male
97.5,,55,152.1,5,Female
51.4,7,11,146.5,1.51,Female
5.8,,0,,3.16,Female
8.4,,0,,0.8,Female
58.4,,16,173,3.72,Male
36.7,5,9,131.3,4.63,Female
114.2,,61,171.6,,Male
92.2,,46,163,,Female
10.2,,0,,5,Female
17.3,7,4,99.8,,Female
84.6,,27,167.1,5,Female
86.9,,18,182.5,,Male
105.8,,32,160.9,2.02,Female
112.7,,66,173.2,,Male
97.3,,56,162.8,0.6,Female
96.3,,62,155.8,,Female
,,23,,5,Male
69.6,,23,167.4,2.27,Male
99.7,,22,158.4,0.77,Female
95.5,,35,174.5,1.46,Male
57.7,5,12,155.8,1.65,Male
13.4,,1,,1.22,Female
22.7,7,7,126.2,1.65,Female
67.5,,58,177.1,1.34,Male
78.3,,40,180.2,3.11,Male
78.5,,67,156.6,5,Female
69,,80,169.4,5,Male
80.4,,26,168.4,1.49,Male
62.6,,63,150,1.09,Female
28.9,6,7,119.7,3.93,Female
22.7,2,4,111.9,1.06,Male
89.4,,30,181.4,3.14,Male
26.3,7,7,125.3,1.44,Female
80.6,,63,161,3.75,Female
15,7,3,96,1.65,Female
41.1,0,9,136.1,0,Female
71.5,3,14,163.3,2.99,Female
113.5,,63,182.7,0.76,Male
65.9,,40,150.9,,Female
145.7,,70,181.2,5,Male
76.6,,62,169.4,5,Male
96.1,,54,178.9,5,Male
104,,59,158.6,0.64,Female
104,,48,182.6,,Male
,7,8,,4.12,Male
84,,80,161.8,1.76,Male
81.7,,54,173.1,2.61,Male
18.7,7,2,95.3,0.54,Female
88,,42,170.5,3.14,Female
78.5,,23,153.6,2.85,Female
64.7,,41,155.4,1.67,Female
60.2,,21,155.1,1.55,Female
19.5,3,6,116.2,0.95,Female
92.5,,80,176,2.18,Male
75.5,,53,170,0.9,Male
20.1,7,8,116.5,0.98,Male
50.6,,40,158.2,4.63,Female
108.5,,43,170.8,5,Male
71.3,,80,156.6,0.63,Male
60.9,,32,145,1.74,Female
69.4,,80,162.7,1.88,Female
32.8,7,8,135.9,3.72,Male
103,,57,169.4,1.19,Male
,,39,,,Female
45,7,10,145.7,1.8,Female
32.7,5,10,139.5,1.32,Male
74.6,7,14,178.6,1.54,Male
,7,4,,,Female
66.9,,71,153.1,5,Female
15.4,7,2,93.5,5,Female
105.6,,30,156.3,0.51,Female
52.9,,80,152,5,Female
93.1,,28,165.8,0.15,Female
74,,54,164,1.02,Female
50.9,5,13,159.6,1.23,Male
47,,80,153.6,2.76,Female
,,68,,,Male
62.8,,50,168.9,1.01,Female
8.6,,0,,0.46,Male
15.6,7,4,104.6,3.67,Male
129.2,,80,179,5,Male
66.7,,30,160.1,5,Female
52.6,7,12,158.8,1.01,Female
95.8,,59,185,5,Male
,1,7,,4.58,Female
23,7,8,126.8,2.64,Female
21.1,7,4,106.9,0.24,Male
21.9,7,7,117.8,1.22,Female
64.3,,35,167.2,0.89,Male
41.9,,22,158.4,1.65,Female
136.2,,47,168.1,0.52,Female
89.9,,40,176.1,4.23,Male
88.3,,41,178.8,1.27,Male
129.2,,63,163.9,0.16,Female
58.2,,18,169.1,4.93,Male
18.3,5,5,110.5,0.39,Male
52,,73,155.4,5,Female
56.4,6,15,176.1,3.66,Male
43.7,2,11,160,0.56,Female
59.2,,56,161.5,1.76,Female
14,6,3,93.2,2.88,Female
14.3,7,2,94.6,5,Male
63.8,,25,157.7,2.81,Female
88.2,,39,158.7,1.53,Female
71.5,,29,182.9,,Male
8.4,,0,,0.14,Female
72.4,,33,175.9,5,Male
,,70,,0.58,Male
85.6,,43,166.9,2.79,Female
60,2,15,158.3,,Female
104.4,,68,164.8,,Female
79.5,,60,155.7,3.75,Male
18.8,7,5,111.6,1.41,Female
24.3,5,6,117,4.33,Male
78.5,,73,142.3,,Female
30.4,5,6,123.1,5,Female
70.4,,27,166.6,1.76,Female
71.2,,23,185,,Male
,7,10,,3.52,Female
48.2,,18,158.2,0.07,Female
71.9,,47,159.7,5,Female
49.7,7,9,147.8,3.55,Male
57.9,,80,151.9,1.26,Female
26.1,7,5,117.4,0.74,Female
18.5,7,4,106.9,5,Female
87.7,,58,175.7,5,Male
97.8,,80,158.7,0.93,Male
67.4,,61,163.9,3.07,Male
10.4,,1,,0.63,Female
86.1,,22,166.8,1.7,Female
22.9,7,5,117.2,1.24,Male
87.6,,48,158.7,0.95,Female
17.6,6,4,110.3,4.96,Female
75.7,,47,183.5,3.48,Male
89.8,,75,161.7,1.25,Male
98.9,,55,171.1,2.23,Female
,,75,,1.02,Male
114.9,,51,171.7,5,Female
,,22,,5,Female
47,0,14,159.2,3.73,Female
76.2,,18,176,1.56,Male
79.7,,71,160.5,1.83,Female
75.9,,41,162.8,5,Male
69,,34,163.3,0.31,Male
11.6,7,2,89.9,0.78,Female
16.2,7,4,102.7,0.74,Female
74.9,,60,178.5,1.27,Male
110.1,,44,161.8,1.07,Female
63.5,,50,166.7,0,Male
12.9,,1,,0.75,Male
87.4,,19,169.7,2.56,Male
53.5,,57,153.9,0.75,Female
45.9,5,12,155.9,2.29,Male
43.5,2,14,161.7,2.55,Male
115.1,,47,181.3,5,Male
61.8,5,15,167.9,,Male
60.2,5,12,143.9,1.74,Female
55.6,,33,177.1,5,Male
87.7,,80,168.4,0.03,Male
13.4,7,2,85.4,1.83,Male
29.5,7,9,135.1,2.64,Female
12.8,7,2,88.9,5,Female
,,12,,,Male
69.7,,80,166.4,1.79,Male
47.6,0,10,157,1.24,Female
124.2,,36,167.6,0.44,Female
78.8,,59,180.4,1.87,Male
101.5,,54,165.1,0.94,Female
26.6,7,9,130.3,2.99,Male
81.3,,45,177,3.7,Male
61.4,7,15,173.5,,Male
32.5,7,10,148.4,5,Male
91.5,,63,162.4,1.09,Female
60.1,,80,152.6,1.43,Female
13.8,7,2,94.2,5,Male
9.6,,0,,0.25,Female
57.5,,42,156.9,2.11,Female
23.3,7,6,124.2,,Male
72.6,,66,172.1,1.43,Female
92.3,,22,168.5,4.73,Male
116.8,7,14,174.9,0.43,Male
39.7,7,10,143.1,2.04,Female
111.5,,54,185.7,1.87,Male
114,,62,189,2.36,Male
98.4,,33,178,1.76,Male
85.7,,70,175,0.62,Male
55.4,,65,157.6,5,Female
92.1,,36,177.9,5,Male
125,,56,181.3,5,Male
15.8,7,2,99,5,Male
69.1,,34,155.6,0.89,Female
67.3,,23,170.1,2.48,Female
22.3,7,4,118.6,2.76,Male
61.9,,16,161.2,0.85,Male
66,,56,162.4,1.88,Female
89.4,,41,181.3,5,Male
103.2,,44,154.3,0.75,Female
100.8,,40,165.7,5,Female
153.9,,20,174.7,1.65,Male
79.4,,33,146.1,2.46,Female
13.7,0,3,96.6,1.49,Male
82.8,,52,168,0.66,Male
69.1,,31,164.7,3.24,Male
,3,12,,0.45,Female
68.9,2,15,156,1.07,Female
100.5,,48,170.4,,Female
71.3,,28,170.1,3.06,Male
73.2,,47,176.7,1.48,Male
119.5,,43,178,2.46,Male
65.1,,20,173.4,1.88,Female
8,,1,,1.84,Male
74.4,,29,146.1,1.25,Female
13.4,,1,,1.59,Male
15.6,7,2,,4.86,Male
59.7,,47,141.9,0.75,Female
63.6,,42,163.1,2.15,Male
73,,66,161,2.55,Male
92.4,,50,178.8,3.3,Female
77.2,,78,162.1,1.34,Female
90.4,,71,169,1.19,Male
7.4,,0,,1.23,Female
61.3,,41,163.6,0.8,Male
67.1,,20,174.5,3.52,Male
,1,5,,1.58,Male
89,,28,186.3,2.38,Male
10.5,,1,,0.08,Male
80.5,,38,163.1,5,Female
94.2,,51,155,5,Female
57.4,,25,161.5,5,Female
38.1,3,10,154.1,3.96,Female
,7,5,,,Male
71.1,,19,176.6,0.49,Male
,2,7,,,Male
70.3,,76,166.8,2.95,Female
68.2,,44,177.2,1.58,Male
62.8,,71,164.7,4,Male
90.2,,53,165.4,0.85,Female
73.8,,18,174.3,4.98,Male
24.6,7,10,128.6,0.6,Male
67.4,,45,174.2,5,Male
14,,1,,0.46,Female
70.7,,18,171.6,1.24,Male
13.3,7,2,91.2,2.67,Male
18.4,5,6,112.7,2.76,Male
100.3,,31,186.9,1.85,Male
,7,3,,,Male
49.7,7,15,164.2,1.06,Female
45.9,,28,157.8,3.5,Female
77.2,,75,170.8,5,Male
59.6,,33,162.4,1.76,Female
5.7,,0,,3.24,Female
106.2,,44,176,5,Male
,7,4,,1.22,Female
39.6,2,13,161.1,1.15,Male
,7,5,,5,Male
8.3,,0,,3.79,Female
144.1,,41,159.8,1.41,Female
49,,45,153,0.95,Female
17.2,,1,,3.25,Male
88.9,,61,161.9,0.6,Female
97.5,,24,178.3,4.61,Male
69.8,,25,175.5,0.12,Male
85,,54,168,1.18,Male
84.2,,58,191.3,2.97,Male
61.2,,32,170.2,3.13,Female
27.5,7,7,127.8,2.48,Female
74.8,,39,165.1,2.06,Male
35.9,7,10,136.6,0.58,Female
72.3,,45,155.7,1.65,Female
61.6,,23,178.1,5,Male
13.1,7,2,88.8,0.92,Male
32.8,7,9,150.1,3.3,Female
55.9,,27,155.3,0.2,Female
78.5,,50,159.1,1.02,Male
72.6,,24,167.4,1.26,Male
78.2,,17,184.3,2.99,Male
36.1,7,8,135.7,0.43,Male
79.3,,24,177.9,2.53,Male
65.1,,28,163.9,2.47,Female
20.2,1,6,112.7,1.65,Female
61.3,,36,173.8,3.37,Male
70.6,,53,159.5,1.51,Female
,,15,,5,Female
74.7,,28,169.2,1.57,Female
41,4,10,139.5,1.77,Male
55.1,,51,153.9,,Female
34.2,7,10,141.4,0.47,Male
5.5,,0,,1.76,Female
95.4,5,13,173.7,0.49,Female
32.6,5,8,127.9,1.23,Male
99.6,,42,163.7,1.94,Female
23.8,0,10,127.9,,Female
11.8,5,2,86.6,2.38,Female
73.3,,56,165.9,3.64,Female
29.4,4,5,114.5,0.74,Female
16.8,7,4,102,5,Male
127.4,,26,177.6,1.32,Male
77.5,,33,169.5,2.36,Male
86.5,,62,163.2,0.88,Female
77.7,,40,190.9,,Male
136.9,,54,167.8,3.98,Female
90.5,,33,170.4,,Male
60.8,,15,162.4,1.86,Female
78.2,,32,167.3,1.41,Male
11.6,,1,,1.03,Male
106.4,,22,175,1.73,Male
59.7,5,15,180.2,0.91,Male
6,,0,,5,Male
9.9,,1,,1.47,Male
84.9,,46,170.1,1.48,Male
107.9,,35,164.1,0.82,Female
97.3,,44,170.6,2.46,Female
47.4,4,12,158.8,1.58,Male
75.4,3,15,167,5,Female
,7,2,,2.84,Male
13.7,7,2,89,1.49,Female
93.9,,61,160,,Female
42,5,12,153.6,1.23,Male
69.8,,42,145.9,,Female
6.4,,0,,1.72,Male
47.8,7,11,145.2,2.68,Male
31.7,7,6,120.8,0.62,Female
59.7,,52,158.9,1.23,Female
40.3,4,8,133.7,0.61,Female
79.9,,46,164.9,,Female
65.7,,73,162.3,5,Female
83.5,,80,158.1,1.22,Female
67.4,,22,170.4,1.24,Male
14.3,7,2,93.1,0.7,Female
30.5,7,11,139.4,3.45,Male
65.1,,32,168,1.86,Female
67.7,,45,182,5,Male
78.2,,61,157.9,1.26,Female
77,,67,154.6,0.83,Female
45.2,4,14,157.3,2,Female
88.4,,48,163.3,2.55,Female
55.3,,18,163.2,,Female
76.1,,53,171.2,1.56,Male
38.8,,13,153.6,5,Male
13.1,7,4,95.4,0.63,Male
37.2,3,9,136,0.31,Female
70.9,,51,165.6,2.52,Female
17.8,7,4,107.2,0.92,Female
75.7,,57,159.3,1.29,Male
101.8,,47,165.3,2.24,Female
146.3,,52,161.3,0.87,Female
92.2,,45,161.3,3.45,Female
66.4,,38,179.3,0.55,Male
103.7,,32,179,0.67,Male
62.7,,16,158.2,1.37,Female
48.3,,61,149.4,1.11,Male
85.8,,35,180.4,0.77,Male
62.5,,54,171.6,0.95,Male
128.7,3,14,176.9,1.34,Male
101.1,,66,166,1.67,Female
77.9,,28,163.5,3.73,Female
7.6,,0,,1.07,Male
114.4,,40,174.1,1.15,Male
130.9,,43,174.5,2.47,Female
56.7,4,13,161.3,1.84,Male
52.2,,67,148.1,0.94,Female
68.6,,49,175.9,2.53,Male
96.8,,30,164.7,4.12,Male
103.2,,60,174.3,0.04,Male
74.7,,30,181.4,0.88,Male
110.6,,57,159,4.57,Male
97.6,,26,182.3,5,Male
61.3,3,12,149.4,3.09,Female
73.3,,26,173.1,0.42,Female
66.7,,77,170.9,1.08,Male
12.5,,1,,0.63,Male
81.3,,52,182.2,4.12,Male
19.7,1,5,109.3,3.52,Male
16.8,7,3,98.4,2.72,Male
,,19,,2.68,Male
72.2,,60,157.6,0.84,Female
,,30,,5,Female
58.9,,38,152.6,0.34,Female
77.9,,24,167,2.72,Male
103,,41,162.5,4.83,Female
118.1,,78,167.4,2.36,Female
83.3,,48,169.2,5,Male
10.3,,1,,3.72,Male
51.2,,68,148.1,3.57,Female
12.8,7,2,87.7,0.07,Male
60.9,,64,159.4,2.1,Female
7.9,,0,,0.75,Female
58.3,,43,163,5,Female
,,21,,5,Male
62.9,4,9,149,3.94,Female
33.2,1,8,140,2.47,Female
55.3,,35,158.3,1.41,Female
5.5,,0,,1.29,Female
83.1,,57,162,5,Female
73.6,,16,162,0.53,Female
59.2,,22,161.5,1.99,Female
90.6,,16,166.1,0.74,Female
129.6,,48,183.6,5,Male
105.5,,76,178.1,3.45,Male
28.9,7,8,138.9,1.58,Male
150.9,,60,193.3,5,Male
103.8,,51,173.9,0.02,Male
12.6,7,3,93.8,2.75,Male
,,74,,0.88,Female
119.1,,18,165.3,1.15,Female
69.4,,28,163.2,3.82,Female
11.6,,1,,2.99,Female
106.1,,31,186.6,0.92,Male
,,29,,5,Male
50.4,,60,151.9,1.49,Female
85.4,,63,148.1,3.16,Female
96.1,,54,169.1,0.29,Male
17.5,7,4,108.1,0.98,Male
120.8,,26,163.9,1.24,Male
,3,10,,0.94,Female
74.7,4,14,168.8,3.25,Male
76.8,,26,156.3,5,Female
13.4,5,2,89.2,2.06,Male
13.4,7,2,88.4,1.53,Male
95.1,,52,172.9,0.06,Male
100.9,,37,172.1,3.74,Female
,,33,,2.64,Female
6.6,,0,,1.73,Male
97.3,,68,179.2,2.17,Male
13.4,7,2,88.2,5,Male
52.1,5,11,156.3,3.09,Male
76.8,,68,155.3,0.76,Female
9.7,,1,,,Female
57.6,,29,157.7,5,Female
86.6,,58,166.1,0.82,Female
60,2,14,151.8,0.7,Female
81.3,,80,182.6,,Male
46.3,,19,162.8,,Female
53.2,,80,154,,Female
136.3,,57,158.1,1.35,Female
16.6,7,3,99.1,3.7,Female
9.9,,1,,0.18,Female
87.7,,43,165.5,5,Female
89,,47,182.3,1.44,Male
8.9,,0,,0.21,Male
54.4,,25,155.6,,Female
88.1,,20,169.7,3.84,Female
49,0,8,136,1.86,Male
29.9,7,7,123.7,2.11,Female
9.2,,0,,3.3,Male
139.8,,42,179.5,3.62,Male
9.5,,0,,0.62,Female
51.9,,50,154.8,0.38,Female
97.6,,76,177.3,4.12,Male
52.9,5,15,162.8,2.59,Female
112.8,,36,165.3,0.77,Female
72.3,,18,162.2,1.11,Female
22.8,7,6,112.3,,Female
80.4,,61,170.6,2.02,Male
15.9,7,4,102.1,0.49,Female
74.6,,49,186.8,5,Male
17.2,1,4,102.5,0.75,Female
19.5,2,5,116,0.55,Female
13.7,7,2,89.4,0.74,Male
53.9,,51,155,0.25,Female
11.7,7,2,90.6,2.99,Female
76.3,,17,153.6,2.09,Female
,,67,,1.62,Female
7.5,,0,,0.54,Male
74.4,,70,161.6,0.46,Female
61.7,,67,150.5,1.51,Female
46.4,,80,143.3,0.9,Female
20.7,7,5,115.1,0.74,Male
99.4,,60,164.4,5,Male
17.1,7,3,104.5,0.82,Female
69.7,,69,149.8,1.05,Female
46.7,,25,150.6,1.65,Female
62.8,,78,155.6,1.26,Female
82.2,,23,180.9,1.19,Male
100.3,,26,183.5,0.43,Male
7.8,,0,,4.46,Male
13,7,3,92.9,1.65,Female
12.7,,1,,,Male
17.6,7,4,104.5,5,Female
81.1,,34,161.8,,Male
119.4,,52,176.1,3.71,Male
24.5,7,10,131.3,2.73,Female
,,67,,1.7,Male
101.2,,34,171.5,1.5,Male
63.2,,58,159.6,1.03,Male
78,,62,171.5,,Male
59.9,,39,171.4,5,Female
27.6,7,4,111.1,1.06,Female
83.1,,67,175.3,4.23,Male
,7,5,,,Male
22.7,7,6,114.1,0.04,Female
112.2,,55,169.6,4.99,Male
70.6,,70,170.3,0.83,Male
62.5,,57,163.1,1.03,Male
51.3,,26,153.5,3.67,Female
104.3,,70,172.5,0.82,Male
32.4,7,7,121.2,0.7,Female
110,,49,181.3,4.23,Male
86.4,,80,170.2,3.77,Male
6.9,,0,,1.65,Female
75.8,,74,153.4,1.19,Female
22.6,7,5,112.7,0.94,Male
5.7,,0,,0.64,Male
8.6,,0,,,Female
94.2,,41,170.1,0.59,Female
52,,23,158,3.74,Female
81.5,,41,144.5,0.62,Female
54.5,,36,157,,Female
96.6,,70,173,0.58,Male
,,17,,0.84,Male
61.7,,74,155.2,2.21,Female
12.6,,1,,0.53,Male
49,5,11,153.3,5,Male
6.2,,0,,0.46,Female
9.8,,0,,0.82,Male
13.1,7,2,94,0.99,Female
30,7,9,133.2,1.5,Female
8.8,,0,,0,Male
55.5,,21,167.4,4.94,Male
62.1,,68,159.4,1.26,Female
13,0,2,86.2,1.73,Female
35.4,7,9,131.7,0.84,Female
76.8,,16,159.6,0.42,Female
60.4,,26,174,4.25,Male
94.3,,61,161.3,4.46,Female
19.2,5,6,112.3,0.65,Female
56.8,,22,155.4,2.87,Female
,,18,,,Female
11,,1,,0.62,Male
109.4,,68,155.9,1.18,Female
23.8,7,7,125.4,3.52,Female
66.5,7,13,163,0.92,Female
71.4,,63,171.6,1.88,Male
55.4,3,13,159.8,4.39,Female
126.8,,51,166.7,4.74,Male
62.3,,29,156.8,2.11,Female
61.1,5,14,171.3,5,Male
77.3,,64,170.8,1.54,Male
70.3,,24,167.3,0.59,Male
111.5,,16,157,1.65,Female
81.3,,65,170.9,,Male
89.3,,41,190.2,5,Male
77.3,,49,157.3,3.33,Female
46.9,3,14,153.8,1.42,Female
82.7,,21,174.2,1.58,Male
70.2,,22,171.6,2.24,Female
,,54,,,Male
46.5,5,11,152.5,0.43,Female
107.2,,37,178.2,1.78,Male
115.9,,45,154.7,3.56,Female
58.7,,78,166.8,1.69,Male
82.1,,65,169.7,,Male
10.5,,1,,5,Female
31.3,7,6,131.1,0.85,Female
6.1,,0,,,Female
50,5,9,147.7,1.22,Female
54.4,,15,149.1,1.39,Male
87.3,,39,157.8,5,Female
73.3,,35,178.4,1.29,Male
70,,65,177.5,5,Male
68.9,2,15,152.1,0.61,Female
22.7,7,9,111.9,2.11,Male
54.5,,24,157.9,4.21,Female
72.6,,31,169.2,5,Female
15.1,4,4,101.7,2.45,Female
32.4,7,9,136.5,,Male
48.3,7,11,147.5,1.84,Male
68.1,,17,178.8,1.41,Male
96.4,,61,159.8,3.45,Male
85.9,,31,160.9,0.78,Female
25.5,5,8,119.4,0.8,Female
25.6,7,6,118.2,1.94,Female
47.8,7,8,133,2.68,Female
62.6,,71,169,1.24,Male
,,67,,,Male
27.7,7,6,122.6,1.65,Female
98.4,,35,169.4,2.14,Male
25.6,7,8,131.9,1.41,Male
60.5,,25,148.3,0.25,Female
131.2,,45,177.8,1.23,Male
135,,66,180.7,1.22,Male
26.4,7,9,131.1,0.24,Male
70.8,3,14,171.1,1.65,Male
63.5,,72,156.8,3.12,Female
14.7,7,3,99.5,1.41,Female
98.4,,47,158.3,0.71,Female
85.7,,50,149.4,3.48,Female
85.1,,73,165.7,0.73,Female
78,,53,163.6,0,Male
62.2,,44,150.3,2.6,Female
63.9,,31,165.5,2.23,Female
59,,26,161.2,0.34,Female
88.5,,66,166.4,2.56,Female
28.7,3,9,135.5,5,Female
95.3,,29,177.7,0.42,Male
146,,39,178.2,2.46,Male
6,,0,,3.99,Female
77,,53,151,,Female
34.5,7,9,138.9,1.52,Female
,,27,,1.65,Male
81.8,,54,171.9,1.38,Male
75.2,,80,169.1,5,Female
66.3,,29,148.4,2.64,Female
59.3,0,14,166.8,3.92,Female
69.1,,45,153.4,0.34,Female
11.5,,1,,2.06,Male
14.7,,1,,0.45,Female
61.5,,19,172.4,3.09,Male
75.1,,66,156.9,0.93,Female
62.7,7,15,172.4,5,Male
52.5,,20,154.3,3.99,Female
66.6,,15,166.8,1.23,Male
73.2,,48,163.6,2.55,Male
7.5,,0,,3.48,Female
114.7,,33,179,0.9,Male
11.2,5,2,87,5,Male
38.6,6,10,135.3,5,Male
17.2,7,4,104.6,4.12,Female
96.2,,67,169.9,1.94,Female
16.5,7,2,98.9,1.2,Male
,,73,,1.78,Male
68.8,,29,150.6,1.31,Female
59,7,10,140,0.15,Female
60.4,,53,163.9,0,Female
52.9,,36,156.9,5,Female
66.1,,38,167.6,2.59,Female
28.3,7,9,134.9,0.82,Female
39.7,7,10,149,,Male
62.9,,60,167.7,1.39,Male
106.7,,55,158.3,2.47,Male
57.1,,17,174.6,,Male
130.6,,46,159.2,4.44,Female
16.7,7,5,102.8,0.69,Male
81.3,,34,167.9,0.84,Male
105.1,,71,157.7,1.79,Female
57.6,,20,157.3,0.5,Female
62.2,,25,171.2,1.65,Male
24.5,6,6,112.2,0.94,Female
13.2,,1,,1.51,Female
11.4,,1,,0.18,Male
70.7,,43,166.3,2.74,Female
17.8,3,7,112.1,0.29,Male
60,,42,166.9,4.53,Male
55.8,,80,158.4,5,Male
105.4,,52,169.2,,Male
69.2,,26,174.1,3.22,Male
63.2,,65,169.9,0.1,Male
81.5,,65,167.5,0.84,Female
90.5,,31,171.9,2.47,Male
,,32,,,Male
96.6,,75,174.2,1.25,Male
87.5,,47,183.6,3.12,Male
10,,1,,3.93,Female
67.1,,35,164.8,1.9,Female
50.8,2,11,148.6,0.74,Female
93.8,,48,155.5,4.71,Female
24.1,7,5,125.3,0.7,Male
13,,1,,3.7,Male
23.4,7,8,120.8,0.7,Male
94.2,,19,169.8,0.21,Male
122.4,,29,171.2,5,Female
67,,55,160.7,1.44,Female
55.3,,40,152.7,0.92,Female
48.2,,66,151.9,4.96,Female
66.2,,52,176,1.37,Female
101.3,,32,177.4,1.26,Male
,5,4,,,Male
70.3,,78,156,,Female
55.6,1,15,170.4,2.04,Male
73.7,,80,166.4,1.54,Male
52.6,,55,159.2,0,Female
18.7,7,4,109.9,0.65,Female
74.2,,52,161.8,5,Female
21.2,7,4,112,2.19,Female
104.9,,43,161.9,2.67,Female
73,,43,152.9,1.49,Female
94.1,,71,159.9,,Female
87.3,,23,172.7,1.07,Male
8.9,,0,,1.89,Female
61.8,,16,150.1,0.95,Female
67.1,,53,160.3,5,Female
94.1,,70,154.5,1.24,Female
33.9,7,8,135.9,5,Male
83.5,,22,157,0.94,Female
67.5,,57,167,2.24,Male
90.7,,17,164.8,0.63,Female
9.7,,1,,2.99,Female
60.6,,27,169.5,2.95,Female
114.4,,59,176.4,3,Male
64.6,,17,174,1.15,Male
72.1,,38,169.7,1.24,Male
83.4,,18,171.7,0.49,Male
99.5,,62,177.2,,Male
53.6,,80,143.8,3.44,Female
97.3,,46,177.2,1.76,Male
61.2,,26,170.2,3.54,Female
68.7,6,13,167.2,1.83,Male
142.9,,70,172.5,4.44,Male
7.6,,0,,5,Female
77.4,1,14,170.3,0.56,Male
61.2,,69,150.5,2.65,Female
75,,52,183.9,5,Male
8.2,,0,,4.73,Female
90.7,,17,185.6,,Male
41.5,7,10,147.9,1.44,Female
61.2,,72,151.6,0.55,Female
80,,80,163.4,1.22,Female
72,3,13,158.4,2.88,Female
7.8,,0,,0.67,Male
116.5,,78,180.8,3.14,Male
104.7,,50,184.2,0.69,Male
54.8,,16,183.8,1.09,Male
101,,35,175.8,5,Male
,7,3,,0.37,Male
67.2,,80,146.7,,Female
68.7,,20,165.6,5,Female
57.5,,80,166.3,,Male
61.7,,18,164.3,0.04,Female
92.5,,69,172.8,1.94,Male
73.5,,55,152.9,2.23,Female
7.5,,0,,2.15,Female
58.5,,22,157.4,2.21,Female
100.1,,48,173.6,4.12,Male
110.5,,68,180.9,3.45,Male
98.5,,29,167.3,5,Female
68.5,,65,158.1,1.68,Female
79,,51,155.1,,Female
85.5,,78,176.4,1.15,Male
75.6,,19,154.1,1.2,Female
68.6,,79,178.5,1.22,Male
105.7,,65,163.4,4.25,Female
55.2,1,12,153.2,0.92,Male
16.5,7,2,94.6,1.15,Male
72.1,,46,157.8,2.89,Female
105.3,,45,171.3,,Female
92.3,,68,184.8,1.56,Male
68.8,,30,169.2,5,Male
50,7,13,161.4,2.67,Female
8.3,,0,,0.34,Female
80.3,,74,158.2,1.25,Female
63.9,,23,156.3,,Female
50.3,,72,152.8,,Female
9.2,,1,,0.86,Female
112.7,,20,184.9,,Male
60.6,5,15,171.5,4.32,Male
99.2,,69,173.8,,Male
92.9,,32,181.8,1.85,Male
83.2,,45,163.1,5,Male
,,35,,0.98,Male
67.9,,60,158.3,3.68,Female
75,,42,150.9,1.49,Female
118.1,,71,184.5,5,Male
18,7,2,98.5,3.48,Male
75.5,,63,158.9,1.69,Female
12.8,7,2,88.7,0.74,Male
66.6,,48,168.4,2.27,Male
68.9,,59,166.5,5,Female
,7,15,,3.41,Female
,,58,,5,Female
19.7,0,3,103.7,3.33,Male
16.4,7,3,102,3.98,Male
44.4,0,8,132.3,0.6,Male
50.5,4,14,158.3,,Female
66.7,,62,164.6,1.49,Male
14.9,7,2,97.1,0.31,Female
62.8,,49,167.6,3.17,Male
80.6,,79,165.5,1.66,Male
24.3,7,7,119.7,1.54,Female
98.7,,43,158.6,5,Female
92.2,,43,177.6,,Male
87.3,,45,180.6,5,Male
9.2,,0,,3.51,Female
75.8,,37,145.9,0.94,Female
26.6,7,7,125.6,0.18,Male
85.9,,21,164.4,0.83,Female
5,,0,,0.74,Female
46.1,,75,157.9,2.82,Female
73.4,,76,149.2,0.77,Female
57,7,15,171.5,3.52,Male
91.9,,59,178,1.47,Male
37,5,10,136.3,0.54,Female
38,7,10,149.6,0.07,Male
56.5,,51,154.5,5,Female
104.6,,38,153.2,1,Female
34.8,7,9,143.2,4.58,Male
111.2,,45,166.4,3.71,Female
81.4,,22,178.7,5,Male
91.5,,43,176,5,Male
,,60,,,Male
78.6,,78,171,1.96,Male
9.6,,0,,2.46,Female
69,,58,163.9,,Male
58.5,,43,154.5,1.38,Female
55,,20,162.7,1.79,Female
56.9,,66,156.5,1.96,Female
45.6,5,10,138.5,3.52,Female
28.2,4,9,130.5,0.26,Female
115.7,,32,177.9,0.39,Male
71,,49,159.7,4.39,Female
78.8,,52,165,2.99,Female
96,,31,168.9,2.81,Male
67.8,,62,163.7,1.1,Female
22.8,4,7,124.2,1.74,Female
11.5,7,2,86.4,1.23,Female
14.3,,1,,1.76,Male
132.1,,43,170.2,1.13,Male
95.2,,80,153.6,1.26,Female
80.4,,21,166.7,1.7,Female
92.7,,60,161.2,2.11,Female
46.4,,17,147.7,4.54,Female
62.2,,80,148.6,,Female
81.2,,55,155.4,1.86,Female
56,,22,159.6,3.57,Male
49.3,,18,159.3,1.6,Female
72.6,6,12,173.6,4.58,Male
75.7,,32,169.9,,Female
55.6,1,10,153.3,,Female
85,,25,171.9,1.02,Male
12,,1,,5,Female
69.3,,18,170.9,1.65,Male
87.2,1,15,158.8,0.42,Female
78.3,,23,162.3,2.88,Female
21.2,7,5,119.6,0.27,Male
98.6,,18,176,3.16,Male
